                    *********************************************************************************
                    *  Z= 36 A= 84: Positive-Parity Spin-dependent Level Density [MeV-1] for KR 84  *
 170.00  4.805  1.18E+38 2.31E+37 3.79E+38 1.56E+34 6.56E+34 1.60E+35 2.26E+35 3.85E+35 9.82E+35 2.34E+36 5.98E+36 1.29E+37 1.44E+15 1.66E+15 1.74E+15 1.85E+15 1.96E+15 2.11E+15 2.28E+15 2.33E+15 2.41E+15 2.63E+15 2.75E+15 2.90E+15 2.97E+15 3.30E+15 3.58E+15 3.72E+15 4.94E+15 5.35E+15 5.07E+15 8.08E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  4.944  1.11E+40 2.17E+39 3.59E+40 1.08E+36 4.76E+36 1.20E+37 1.72E+37 3.00E+37 8.09E+37 2.03E+38 5.54E+38 1.26E+39 2.86E+15 3.31E+15 3.46E+15 3.68E+15 3.92E+15 4.20E+15 4.55E+15 4.64E+15 4.80E+15 5.25E+15 5.49E+15 5.80E+15 5.93E+15 6.59E+15 7.15E+15 7.43E+15 9.87E+15 1.07E+16 1.01E+16 1.62E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  5.080  1.04E+42 2.04E+41 3.41E+42 7.43E+37 3.45E+38 9.03E+38 1.30E+39 2.34E+39 6.67E+39 1.77E+40 5.14E+40 1.23E+41 5.70E+15 6.59E+15 6.89E+15 7.34E+15 7.81E+15 8.37E+15 9.08E+15 9.26E+15 9.59E+15 1.05E+16 1.10E+16 1.16E+16 1.19E+16 1.32E+16 1.43E+16 1.48E+16 1.97E+16 2.14E+16 2.03E+16 3.23E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  5.212  9.86E+43 1.93E+43 3.25E+44 5.13E+39 2.51E+40 6.79E+40 9.87E+40 1.82E+41 5.49E+41 1.54E+42 4.76E+42 1.21E+43 1.13E+16 1.31E+16 1.37E+16 1.46E+16 1.56E+16 1.67E+16 1.81E+16 1.85E+16 1.91E+16 2.09E+16 2.19E+16 2.31E+16 2.37E+16 2.63E+16 2.85E+16 2.97E+16 3.94E+16 4.27E+16 4.05E+16 6.46E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 36 A= 85: Positive-Parity Spin-dependent Level Density [MeV-1] for KR 85  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.180  1.00E+00 1.76E+00 1.59E+01 0.00E+00 0.00E+00 0.00E+00 8.82E-01 8.82E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.254  1.00E+00 1.47E+00 1.32E+01 0.00E+00 0.00E+00 0.00E+00 7.35E-01 7.35E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.312  1.00E+00 1.26E+00 8.82E+00 0.00E+00 0.00E+00 6.30E-01 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.360  2.00E+00 2.52E+00 1.26E+01 6.30E-01 6.30E-01 6.30E-01 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.402  3.00E+00 3.96E+00 1.84E+01 1.26E+00 8.12E-01 1.26E+00 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.441  4.00E+00 5.32E+00 3.39E+01 1.34E+00 1.44E+00 1.26E+00 0.00E+00 6.30E-01 0.00E+00 0.00E+00 1.28E-02 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.476  6.00E+00 7.97E+00 5.60E+01 2.69E+00 1.44E+00 1.26E+00 0.00E+00 6.30E-01 4.75E-02 6.30E-01 6.43E-01 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.509  8.00E+00 1.06E+01 8.25E+01 2.69E+00 3.33E+00 6.30E-01 0.00E+00 6.30E-01 4.75E-02 7.16E-01 1.27E+00 1.26E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.540  1.10E+01 1.60E+01 1.35E+02 2.86E+00 5.31E+00 6.59E-01 6.82E-01 1.26E+00 1.04E-01 7.53E-01 2.53E+00 1.89E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.569  1.60E+01 1.95E+01 1.66E+02 2.39E+00 6.57E+00 7.98E-01 1.94E+00 1.30E+00 1.36E+00 7.53E-01 2.53E+00 1.89E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.597  2.10E+01 2.65E+01 2.24E+02 5.63E+00 6.55E+00 9.58E-01 2.18E+00 1.30E+00 2.12E+00 2.01E+00 3.78E+00 1.32E+00 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.623  2.90E+01 3.39E+01 2.97E+02 6.60E+00 6.71E+00 9.58E-01 4.24E+00 2.80E+00 3.52E+00 2.64E+00 3.87E+00 1.95E+00 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.649  3.90E+01 4.59E+01 4.10E+02 8.45E+00 6.78E+00 1.84E+00 7.23E+00 4.98E+00 4.91E+00 4.51E+00 3.87E+00 1.95E+00 7.26E-01 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.673  5.10E+01 5.32E+01 5.02E+02 8.75E+00 5.39E+00 3.49E+00 6.98E+00 9.01E+00 5.88E+00 6.30E+00 2.84E+00 2.58E+00 7.26E-01 6.30E-01 4.21E-02 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.697  6.60E+01 6.48E+01 6.56E+02 9.39E+00 3.67E+00 6.36E+00 7.81E+00 1.15E+01 6.45E+00 8.12E+00 4.10E+00 3.21E+00 1.53E+00 1.35E+00 6.72E-01 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.719  8.40E+01 7.92E+01 8.45E+02 1.02E+01 3.29E+00 7.56E+00 1.15E+01 1.15E+01 9.48E+00 9.11E+00 4.73E+00 4.11E+00 3.66E+00 2.13E+00 6.72E-01 1.26E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.742  1.07E+02 1.04E+02 1.11E+03 8.13E+00 1.22E+01 9.73E+00 1.40E+01 1.62E+01 1.26E+01 1.08E+01 4.73E+00 5.31E+00 3.03E+00 2.44E+00 3.19E+00 1.89E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.763  1.36E+02 1.31E+02 1.39E+03 1.09E+01 1.68E+01 1.04E+01 2.11E+01 1.63E+01 1.69E+01 1.14E+01 5.92E+00 5.77E+00 4.62E+00 4.33E+00 4.45E+00 1.89E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.784  1.74E+02 1.67E+02 1.84E+03 1.21E+01 1.93E+01 1.47E+01 2.36E+01 2.79E+01 1.88E+01 1.01E+01 1.22E+01 5.77E+00 5.45E+00 6.85E+00 6.97E+00 2.76E+00 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.804  2.20E+02 2.06E+02 2.25E+03 1.35E+01 3.20E+01 1.76E+01 2.50E+01 3.41E+01 2.28E+01 9.75E+00 1.35E+01 7.93E+00 8.76E+00 9.37E+00 8.19E+00 3.39E+00 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.844  3.58E+02 3.43E+02 3.81E+03 3.61E+01 3.56E+01 3.50E+01 3.93E+01 5.00E+01 2.80E+01 2.33E+01 2.35E+01 2.34E+01 1.40E+01 1.66E+01 9.73E+00 6.54E+00 1.57E+00 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.881  5.83E+02 5.57E+02 6.43E+03 6.63E+01 6.80E+01 5.14E+01 4.92E+01 5.85E+01 3.93E+01 3.36E+01 4.84E+01 4.83E+01 3.37E+01 2.50E+01 1.54E+01 1.03E+01 4.97E+00 3.59E+00 8.11E-01 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.917  9.45E+02 8.92E+02 1.05E+04 1.08E+02 1.09E+02 6.39E+01 7.84E+01 7.18E+01 8.34E+01 6.60E+01 9.93E+01 6.13E+01 4.25E+01 4.07E+01 2.49E+01 1.95E+01 1.13E+01 6.66E+00 3.33E+00 1.89E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.952  1.53E+03 1.44E+03 1.78E+04 1.54E+02 1.52E+02 8.25E+01 1.11E+02 1.50E+02 1.63E+02 1.16E+02 1.47E+02 1.13E+02 6.33E+01 5.51E+01 4.41E+01 3.27E+01 2.36E+01 1.77E+01 9.45E+00 4.36E+00 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.985  2.50E+03 2.43E+03 3.07E+04 2.36E+02 2.23E+02 1.64E+02 1.77E+02 2.90E+02 2.48E+02 2.36E+02 2.27E+02 2.00E+02 9.20E+01 9.12E+01 7.69E+01 6.05E+01 4.35E+01 3.82E+01 1.70E+01 8.77E+00 1.26E+00 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.017  4.14E+03 4.16E+03 5.38E+04 4.25E+02 3.14E+02 2.98E+02 3.11E+02 5.15E+02 4.13E+02 3.56E+02 3.68E+02 3.23E+02 1.79E+02 1.73E+02 1.62E+02 1.23E+02 8.20E+01 6.24E+01 3.28E+01 1.70E+01 5.69E+00 3.45E+00 1.05E+00 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.049  7.00E+03 7.25E+03 9.52E+04 7.30E+02 6.08E+02 4.69E+02 6.02E+02 7.65E+02 7.11E+02 6.19E+02 6.06E+02 4.71E+02 3.89E+02 3.47E+02 3.26E+02 2.28E+02 1.57E+02 9.83E+01 5.80E+01 3.21E+01 1.58E+01 9.52E+00 3.57E+00 1.89E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.079  1.20E+04 1.26E+04 1.68E+05 1.25E+03 1.07E+03 9.17E+02 1.09E+03 1.15E+03 1.10E+03 9.69E+02 1.01E+03 9.35E+02 8.11E+02 6.77E+02 5.66E+02 3.78E+02 2.57E+02 1.75E+02 1.20E+02 6.74E+01 3.91E+01 2.49E+01 8.62E+00 5.16E+00 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.109  2.07E+04 2.24E+04 3.00E+05 2.33E+03 2.09E+03 1.74E+03 1.73E+03 1.76E+03 1.65E+03 1.62E+03 1.86E+03 1.85E+03 1.53E+03 1.28E+03 9.49E+02 6.45E+02 4.27E+02 3.37E+02 2.37E+02 1.58E+02 9.14E+01 5.23E+01 2.14E+01 8.95E+00 6.30E-01 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.138  3.61E+04 3.92E+04 5.39E+05 4.13E+03 3.32E+03 2.84E+03 2.86E+03 3.03E+03 2.95E+03 2.99E+03 3.38E+03 3.22E+03 2.64E+03 2.17E+03 1.75E+03 1.21E+03 8.26E+02 6.43E+02 4.70E+02 3.34E+02 2.04E+02 1.12E+02 4.98E+01 2.28E+01 4.41E+00 2.80E+00 1.63E+00 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.193  1.15E+05 1.18E+05 1.71E+06 1.10E+04 7.69E+03 6.95E+03 8.73E+03 9.83E+03 1.04E+04 1.01E+04 9.93E+03 8.92E+03 7.62E+03 6.43E+03 5.42E+03 4.31E+03 3.33E+03 2.53E+03 1.78E+03 1.22E+03 7.22E+02 4.30E+02 2.28E+02 1.05E+02 4.35E+01 3.11E+01 9.19E+00 6.26E+00 6.30E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
